RequestId,RequestCategory,Location,RequestType,PriorityLevel,LeadVolunteerNeeded,ForSelfOrOthers,IsCalamity,Subject,Description,LanguagePreferred,RequestorId,Status,Duration,AssignedVolunteer,REQ_ID
0d20f095-d865-41b1-a48a-eedefe0d7923,Clothing Support,"34418 Vanessa Loop Suite 864, Erikaland, OR 82278",Remote,Medium,Yes,Self,Yes,Requesting blankets and jackets,Looking for volunteers to sort and distribute donated clothes at the community center.,Telugu,61efb7b1-1b19-497f-8445-86c9e9281d5a,Open,23,,
4d279573-2a0f-494b-aed5-1bd9a278f73b,Healthcare and Wellbeing,"61039 Krystal Gateway, Lake Jonathan, CA 10437",Remote,High,Yes,Self,No,Support needed for physiotherapy exercises,Request for someone to assist with basic wound dressing.,Bengali,e5c95666-74e7-4f54-8f1e-808e1ed63fbf,Open,3,,
8aa4630b-932b-4866-aac2-1c63654d6424,Food and Essentials,"PSC 9844, Box 6471, APO AP 89481",Remote,High,Yes,Self,No,Support with distributing food kits,Volunteers required to distribute food kits to 20 families.,Tamil,5588aaac-52e4-4898-8d3f-a6da88929d80,Open,13,,
a7fec55c-0408-4077-8961-4dfbc39944e6,Education and Career Support,"7576 Brandon Parks Suite 817, Beanberg, PW 46236",Remote,Medium,Yes,Self,Yes,Need tutor for school subjects,Student needs academic support in math and science for weekly sessions.,English,d8a93405-658e-4dc2-9776-420eebe510ea,Assigned,10,,
ab83a616-b665-4d45-a589-98635cc06e36,Housing,"44279 Cook Rue, Darlenetown, IN 22421",Remote,Low,Yes,Self,Yes,Support needed for shifting,Volunteers needed for packing and moving household items.,Telugu,318ed5b5-fcce-417e-9b10-d86d14c21586,Open,4,,
4a321a5e-3e1a-43f8-a2de-f9718b3acc57,Elderly Support,"9716 Clinton Overpass Suite 648, Robertomouth, AK 61609",InPerson,Low,Yes,Others,No,Medication reminder support needed,An elderly resident needs weekly help with groceries.,English,93e9c33b-74df-4f28-a562-713581461aaa,Assigned,12,,
24244404-1334-4ff4-b871-41492ebaf358,Housing,"44195 Oneal Valleys, Salinasport, NE 61110",InPerson,High,No,Others,No,Temporary shelter assistance,Volunteers needed for packing and moving household items.,Tamil,bccc54cd-f052-4012-b22d-9afa5ee2ea21,Completed,3,,
42aa4df5-356c-4a40-8e14-707db306904d,Elderly Support,"013 Torres Lights, South Ianview, IL 61067",InPerson,Low,No,Others,No,Medication reminder support needed,An elderly resident needs weekly help with groceries.,Spanish,2b0aee79-60b6-4d28-8bf4-5a598679dad6,Assigned,8,,
01f6dc46-3c4b-425b-8941-7f1fef53c35b,Healthcare and Wellbeing,"195 Martha Burg, Kevinfort, FL 68693",Remote,Low,No,Others,No,Help required for basic wound dressing,Volunteer needed to accompany a patient to a medical appointment.,Hindi,f0486398-7505-4b5f-b489-54492dc3363a,Assigned,14,,
bff8ce6a-ec17-4ecd-bf0c-cd3903bc34e5,Education and Career Support,"130 Cochran Port Suite 068, Tiffanyton, TN 86004",InPerson,High,Yes,Self,Yes,Mentor required for college application,Looking for a mentor to guide a student with college applications.,Spanish,ae76f262-cd74-46c9-b725-efed921a79d6,Open,20,,
50f2080d-97b2-4b31-b976-10eba90d11a2,Housing,"USS Marks, FPO AA 98931",InPerson,Low,Yes,Others,Yes,Help with minor home repairs,Person needs temporary shelter after losing housing.,Telugu,f970e38f-0f93-4d6a-9ac7-759142033227,Open,14,,
76f17919-2d0c-4f7a-9b17-5d5c52dfe1bf,Housing,"5435 Eileen Drive, Sherryberg, DC 29921",InPerson,High,No,Self,Yes,Help with minor home repairs,Volunteers needed for packing and moving household items.,English,26f32410-33f0-4f89-b1eb-2a6115c055ed,Open,30,,
f68eb7b8-66a1-4cf8-a904-ffa19b5c0e64,Education and Career Support,"32102 Stewart Meadows, South Williamtown, MP 74234",InPerson,Low,No,Self,Yes,Mentor required for college application,A job seeker needs help preparing a resume and practicing interviews.,Spanish,2fb14bd3-8f08-4405-a205-1ea968013dea,Completed,7,,
83bbc807-1029-4f55-aa4f-7bf780f1eced,Food and Essentials,"525 Campbell Ranch Apt. 187, New Brandonshire, NH 28370",InPerson,Low,Yes,Others,Yes,Support with distributing food kits,A family needs cooked meals delivered daily for two weeks.,English,b1d34f88-328f-47d3-8a29-0d7065e8d8ed,Assigned,18,,
3b1c0f26-6e0c-45d9-952e-886d23f0753f,Housing,"8626 Jill Forge Apt. 641, Brandonborough, PA 07527",InPerson,High,Yes,Self,Yes,Help with minor home repairs,Family needs help fixing plumbing and electrical issues.,Bengali,7163ca70-1992-4913-81d2-78a30a407bcc,Completed,3,,
6941f5c7-3a69-4201-86ed-541c859a1e7f,Education and Career Support,"83868 Karen Extension, West Allen, MI 67750",InPerson,Low,No,Others,No,Help with resume and job search,Looking for a mentor to guide a student with college applications.,Bengali,23f2945e-c144-4c64-bb8a-4cc24127330e,Assigned,28,,
ea6dd861-9f9d-4c3f-835e-5c56a8c1b49c,Housing,"60455 Kristen Flats, Chasestad, NY 87775",InPerson,Low,No,Others,No,Help with minor home repairs,Person needs temporary shelter after losing housing.,Spanish,0bddb1e0-6357-4644-aefb-b1983ec162b3,Completed,21,,
f1319fc4-d5e6-47b0-ae13-8211e55e9ff6,Elderly Support,"33715 Nicolas Lake, East Marieton, MS 50934",Remote,Medium,No,Self,No,Medication reminder support needed,Family needs a volunteer to remind an elderly person about medications.,Bengali,20de82f9-6087-433d-b73b-d89b328f7819,Completed,26,,
925fbf4c-7654-431a-bd55-e0ac6b92e312,Clothing Support,"05916 Matthew Walks Suite 599, New Benjaminton, WI 59702",InPerson,Low,Yes,Others,Yes,Help required for donated clothes sorting,Looking for volunteers to sort and distribute donated clothes at the community center.,English,6ffe6c8c-0056-4e57-a86a-62cae68273ac,Completed,19,,
a5d2189f-ed4f-4dca-9a94-b9200f36318c,Elderly Support,"64117 Jessica Mews, New David, WA 78118",InPerson,High,No,Self,Yes,Companion for elderly person,Family needs a volunteer to remind an elderly person about medications.,Tamil,e4a2d5c1-14b5-49de-bef9-75d3bdec6b70,Open,30,,
54fcc177-ccd7-49df-8018-479253e890b8,Clothing Support,"1885 Patrick Circle, Cohenland, OK 39099",InPerson,High,Yes,Self,Yes,Need winter clothing for family,Looking for volunteers to sort and distribute donated clothes at the community center.,English,f5f30ada-0e1f-4a74-a461-1c72683da079,Open,29,,
07acc1cb-9b2c-40e4-9d71-0a0dbd07e4fb,Elderly Support,"6021 Carter Extensions, East Jason, DC 69988",InPerson,Medium,Yes,Others,Yes,Companion for elderly person,An elderly resident needs weekly help with groceries.,Bengali,7faf704d-fa9f-4cc4-bafe-c3821066a0fd,Open,30,,
769c81bd-0ba8-43c0-901c-4498a257f24c,Food and Essentials,"6044 Brittany Burgs Suite 451, Emilyton, VA 32846",Remote,High,No,Others,No,Support with distributing food kits,A family needs cooked meals delivered daily for two weeks.,Hindi,958d08e0-2d01-4882-b3b9-91ca2652a70f,Assigned,17,,
06b58d5f-d4e4-4f32-8464-cf8a376bc1cb,Education and Career Support,"1594 Mary Field Suite 485, Brentbury, CO 12350",InPerson,Medium,No,Self,Yes,Mentor required for college application,Looking for a mentor to guide a student with college applications.,English,3beab410-f7b6-4c85-8af9-c294c48349ca,Open,25,,
014740d5-27e1-4a3f-b2ce-4a117a21b99a,Healthcare and Wellbeing,"6562 Reed Groves, South Michele, MS 51320",InPerson,Low,No,Self,No,Support needed for physiotherapy exercises,Individual needs help performing daily physiotherapy exercises.,Spanish,58e14c37-7762-4796-839d-0d60eda3d735,Completed,9,,
f8d10d9b-ab66-42df-8f8b-3b92b81163fb,Education and Career Support,"5163 Rickey Lock Suite 161, Huertaville, IA 65516",InPerson,Medium,Yes,Others,No,Help with resume and job search,A job seeker needs help preparing a resume and practicing interviews.,Spanish,ad766881-5cdf-4670-9464-78a3ba925761,Completed,7,,
af105023-1265-4436-9b21-dace454a2957,Food and Essentials,"611 Allen Camp Apt. 560, South Melissaview, MS 46735",Remote,Medium,No,Self,Yes,Essential supplies required,Essential food supplies needed for a financially distressed family.,Hindi,ef3236ed-6f34-45b2-bcbe-164269ee5642,Open,9,,
77145a7c-5296-46a5-b25c-fe78ac81d3ec,Education and Career Support,"4300 Mark Fork Suite 946, Thompsonburgh, OK 41911",InPerson,High,Yes,Others,Yes,Help with resume and job search,Looking for a mentor to guide a student with college applications.,English,9be3f978-61b0-48b6-9cd8-6e7077dc8976,Open,10,,
2003b0f1-00de-4fe9-80e4-29b66f888fe4,Education and Career Support,"3213 Foster Creek Suite 103, New Shellyshire, HI 03032",Remote,Low,No,Self,Yes,Need tutor for school subjects,Student needs academic support in math and science for weekly sessions.,English,c2d9d39d-6a14-4efe-b471-b8a1e507bd45,Completed,23,,
b0fc3889-f6b1-4f27-b2fe-fb964ddabeaa,Education and Career Support,"92418 Webb Unions, North Teresaborough, ND 04758",Remote,Low,No,Self,Yes,Mentor required for college application,Looking for a mentor to guide a student with college applications.,Tamil,d2a0e5e5-e10c-4da5-aacf-e77a13a5112c,Assigned,9,,
912e8a8a-dd6b-417d-8e23-5177615c97e0,Healthcare and Wellbeing,"3799 Samuel Courts Suite 260, Markfurt, IA 36383",Remote,Medium,No,Self,No,Medical appointment assistance,Volunteer needed to accompany a patient to a medical appointment.,Telugu,17b8736f-184f-4052-876f-ebc54c4751f1,Open,16,,
7a758255-cbcb-418b-8fe3-61ddf487d3a7,Clothing Support,"6997 Kaylee Tunnel, North Danny, NM 17048",InPerson,Medium,Yes,Self,Yes,Requesting blankets and jackets,Looking for volunteers to sort and distribute donated clothes at the community center.,Spanish,19508a76-31ec-4dc1-9d7c-f8ad13e3e5c2,Assigned,25,,
8d857762-bf91-4795-b165-e7976ba11a11,Elderly Support,"554 Johnson Meadows Suite 372, Ashleyville, LA 20503",Remote,Medium,Yes,Others,No,Medication reminder support needed,Family needs a volunteer to remind an elderly person about medications.,Tamil,1f011c23-4860-462d-9601-4ad70dcc4c77,Assigned,14,,
03df8abe-c6ba-4c5c-a5a1-95ddb6755ffc,Clothing Support,"6333 Hector Orchard, New Benjamin, MS 98411",InPerson,Medium,No,Others,Yes,Need winter clothing for family,Looking for volunteers to sort and distribute donated clothes at the community center.,Telugu,d8d0576f-0e56-4086-afc9-e8cc295a6d71,Assigned,8,,
dc371090-be12-42ef-ac99-3f5b35617afc,Elderly Support,"483 Kristin Circles, Lake Patrickside, NY 12815",Remote,Medium,Yes,Others,No,Medication reminder support needed,An elderly resident needs weekly help with groceries.,Spanish,5e6bded5-9800-48a3-8985-b97b8bf5d035,Assigned,10,,
77d5b823-35bc-4d81-b1d8-f12b42169137,Clothing Support,"868 Smith Pass, South Carlborough, DE 77750",InPerson,High,No,Self,Yes,Need winter clothing for family,Looking for volunteers to sort and distribute donated clothes at the community center.,Bengali,a6919298-f4d9-40e2-b8b7-3bd592a61dbc,Open,12,,
c1c18142-e595-446b-937c-7242e8e09980,Education and Career Support,"6860 Jennifer Mountains Suite 204, New Amanda, DE 54112",Remote,Low,Yes,Self,Yes,Help with resume and job search,Student needs academic support in math and science for weekly sessions.,Bengali,c6a07507-8d11-447c-a1a3-47a0fbf933b8,Assigned,22,,
d0677fcd-6c7b-4528-ac06-e39ff7acc9a9,Education and Career Support,"8951 Crawford Land, Port Michelemouth, PR 43950",InPerson,Medium,No,Self,Yes,Mentor required for college application,Looking for a mentor to guide a student with college applications.,English,1f7dbb92-e827-457a-8f1c-22b8fb735abd,Completed,19,,
00efe9f8-1dad-4718-bacd-2e167308bf76,Housing,"6490 John Plain Suite 714, Port Megan, AK 01189",InPerson,Low,Yes,Self,Yes,Help with minor home repairs,Volunteers needed for packing and moving household items.,Tamil,4b2af47d-7d32-40d7-8652-b93913aaf157,Assigned,29,,
0eac3d0b-56b5-47d5-bd63-5ed0405db3dd,Food and Essentials,"758 Perry Avenue, North Larryville, NE 27499",Remote,High,Yes,Others,No,Essential supplies required,Essential food supplies needed for a financially distressed family.,Hindi,7eeecf38-1651-4e52-9bb4-f9947223a1f7,Assigned,22,,
228b94fe-149d-4163-bd1a-63e99c60d7b6,Food and Essentials,"97857 George Lights, Lisaberg, AL 86472",InPerson,Medium,No,Self,Yes,Help needed with meal delivery,A family needs cooked meals delivered daily for two weeks.,Spanish,d16c76d1-38f5-409a-b9f3-326602189b33,Assigned,29,,
64714309-9f2c-4209-b59b-30342ad256db,Housing,"0961 Curtis Roads Suite 012, Hoodchester, ID 70544",Remote,High,No,Others,No,Support needed for shifting,Person needs temporary shelter after losing housing.,Telugu,86d18aa0-0c7b-44de-9bfc-ef4a3f242e8a,Open,19,,
cd44eeb2-901e-4bf1-8593-a10555ecb58c,Education and Career Support,"452 Rojas Corner, Evanborough, IA 03140",Remote,Low,Yes,Others,Yes,Help with resume and job search,Looking for a mentor to guide a student with college applications.,Spanish,136e2466-ede6-4c13-be7a-fd22bd22486b,Completed,19,,
1828ed90-6ec9-4a6c-ba3e-af9c7486f09d,Education and Career Support,"0118 Wells Run Apt. 935, Mccallberg, VA 12957",Remote,Medium,Yes,Others,No,Need tutor for school subjects,Student needs academic support in math and science for weekly sessions.,Spanish,4ecf7337-c152-4e45-b0f3-8e65dc61c122,Assigned,20,,
5f8b5c5c-7814-419b-a30a-32752665593a,Education and Career Support,"39716 Megan Isle, Parkstad, NM 30934",InPerson,High,Yes,Others,Yes,Need tutor for school subjects,A job seeker needs help preparing a resume and practicing interviews.,Tamil,406b188c-7dab-4055-ba43-409474414fb6,Open,28,,
2a9afa72-38cd-44df-b247-749f967345ff,Housing,"PSC 4794, Box 6624, APO AA 93276",InPerson,Medium,No,Self,Yes,Temporary shelter assistance,Person needs temporary shelter after losing housing.,Bengali,2d6c1528-b235-42ca-836b-f61dc8ff7278,Assigned,25,,
e6ca1142-eaa6-4ece-ae44-5dd0bf81c636,Food and Essentials,"78513 Moore Forge, West Cheryl, MS 65602",InPerson,Medium,Yes,Others,Yes,Help needed with meal delivery,Essential food supplies needed for a financially distressed family.,Telugu,ad429f4d-8cb5-4946-ad9f-105d09ef2ab1,Assigned,8,,
c4e6003f-e98e-4271-a351-010aba2f0aa1,Clothing Support,"1053 Nicole Divide Suite 789, Seanview, RI 76254",InPerson,Low,No,Others,Yes,Requesting blankets and jackets,Looking for volunteers to sort and distribute donated clothes at the community center.,Bengali,7238dd26-50e2-4ea3-9834-5682bfc025b8,Open,12,,
2209aeda-8b02-49b6-8e6d-5f7f81bddb94,Healthcare and Wellbeing,"46836 Nicholas Lights Suite 081, Lake Tony, PR 20946",Remote,High,No,Self,No,Support needed for physiotherapy exercises,Volunteer needed to accompany a patient to a medical appointment.,Spanish,a37068b9-6963-4721-98de-e0df5d3c5d16,Completed,11,,
a784b49a-4fbe-4c28-bd2e-43297a662d37,Food and Essentials,"39447 Hayes Island, Ariaston, WV 67478",InPerson,Medium,No,Others,No,Support with distributing food kits,Volunteers required to distribute food kits to 20 families.,Bengali,a45cee6d-0519-43ad-ba5c-130fe903b1e2,Open,14,,
eed9ad23-8de6-4adf-98ab-a024c66d2495,Healthcare and Wellbeing,"8976 Lee Light Suite 235, North Stephenport, ND 46287",Remote,High,Yes,Self,No,Support needed for physiotherapy exercises,Request for someone to assist with basic wound dressing.,Bengali,e371e19a-91e1-40a0-aa93-4ab1102c6d36,Completed,11,,
53625ba1-bae3-4074-8011-8ceba5871a84,Elderly Support,"2461 Morrow Point Suite 433, Port Danielton, WA 22775",InPerson,Medium,No,Self,Yes,Companion for elderly person,Family needs a volunteer to remind an elderly person about medications.,Telugu,87587de5-8bf5-4382-a7dd-026e69ee678e,Open,22,,
ce0bf83a-f0a4-431c-958d-d545d84da0fe,Housing,"4006 Robinson Crossroad, Hendersonside, PW 85269",InPerson,Medium,No,Others,No,Support needed for shifting,Person needs temporary shelter after losing housing.,Bengali,e89d3e81-9479-4dc7-94e4-7d4ae1f86f38,Open,27,,
1271265a-ac47-4916-ab0c-8207ffd3e664,Food and Essentials,"7743 Andersen Shore, East Melissatown, ME 51825",Remote,Low,Yes,Self,No,Help needed with meal delivery,A family needs cooked meals delivered daily for two weeks.,Telugu,0b93dc9a-b82b-41dd-96ca-2590751f8fee,Completed,17,,
42edd6b9-7aae-46a4-8df3-97a488629fcf,Housing,"360 Clark Expressway, South Emily, CO 53161",Remote,Medium,No,Others,Yes,Support needed for shifting,Volunteers needed for packing and moving household items.,English,5f2f13b9-3161-4959-b42a-a6d185faef0e,Completed,20,,
c7a7b885-7e50-415b-852a-a342169380cf,Housing,"USNS Farmer, FPO AE 86823",Remote,Low,No,Self,No,Temporary shelter assistance,Volunteers needed for packing and moving household items.,Tamil,465f6f00-bad3-4d0b-b049-95f023f7d8b8,Assigned,26,,
748b1dfe-4e3b-4a0e-8fb1-1522e1f9f2ae,Elderly Support,"Unit 1565 Box 0075, DPO AA 19271",InPerson,High,Yes,Others,Yes,Medication reminder support needed,An elderly resident needs weekly help with groceries.,English,50c2ae57-ef1e-4538-b197-521b679ac2c9,Completed,20,,
e2968930-2e6e-45cd-b30e-ad2988ee011d,Housing,"1884 Scott Street Apt. 998, New Mark, VI 07072",Remote,Low,Yes,Self,Yes,Support needed for shifting,Volunteers needed for packing and moving household items.,Bengali,bcda11a7-4342-403d-972e-93588bb0f8fa,Assigned,15,,
e4ccc93f-4e1e-4f76-a729-10dd84ee4cd8,Housing,"24040 Beth Meadows, North Benjamin, RI 41871",Remote,Medium,Yes,Others,No,Temporary shelter assistance,Volunteers needed for packing and moving household items.,Spanish,d88a4c33-19c0-4c8b-9b9b-4b12a742d31d,Open,25,,
c2e67a8d-0d5c-49ea-873b-a17b7c7c9b1f,Housing,"1262 Dominique Center, Hayleyton, VI 59843",InPerson,Medium,No,Others,No,Help with minor home repairs,Volunteers needed for packing and moving household items.,Telugu,8d9050b4-8237-46d7-8e42-776e25322adb,Completed,16,,
4bee825a-c99f-4771-80fd-5f51a6b8d527,Housing,"256 Barton Isle, New Amanda, MD 26742",Remote,Medium,No,Others,No,Help with minor home repairs,Person needs temporary shelter after losing housing.,Spanish,7ec3b4ae-3cad-4bbe-9bfd-fcdfee480cf7,Assigned,6,,
ee9c37d7-8e82-406d-b169-303de2eced44,Clothing Support,"72999 Morgan Port, Jamesfurt, VT 36414",Remote,High,No,Self,No,Requesting blankets and jackets,Looking for volunteers to sort and distribute donated clothes at the community center.,Tamil,f97c1612-d117-4001-8355-4896b18f549f,Assigned,11,,
33284362-88f0-4a94-bd6e-80566c60efb9,Housing,"4715 Burns Lodge Apt. 553, Port Markview, MO 80638",Remote,Medium,No,Others,Yes,Temporary shelter assistance,Family needs help fixing plumbing and electrical issues.,English,a2875deb-052b-4627-87b4-ad3f9a8171e7,Open,8,,
873f2dd6-8aa2-415f-b188-73c9b408d02a,Elderly Support,"95514 David Wells, East Debrashire, MT 70155",InPerson,High,Yes,Self,Yes,Assistance needed for grocery shopping,Family needs a volunteer to remind an elderly person about medications.,Spanish,c872450d-fa80-48a2-a22a-903cc661df17,Open,20,,
bbc25ac2-8b1d-4e03-986e-356d7c96923b,Food and Essentials,"322 Aaron Harbor, Martinezside, AK 59521",Remote,Low,Yes,Others,No,Help needed with meal delivery,A family needs cooked meals delivered daily for two weeks.,Tamil,cae3e0af-5234-4541-86da-e70755c9f097,Open,24,,
c448827f-ceb8-41f0-b990-d985a9cd29b4,Clothing Support,"977 Jennifer Pine Suite 752, Lake Stephanie, NY 64607",Remote,Medium,No,Self,No,Requesting blankets and jackets,Looking for volunteers to sort and distribute donated clothes at the community center.,Spanish,591d49f8-7a7a-4c69-bc01-3343a99386db,Assigned,29,,
e73b4236-ecd8-4af2-b77d-6f68cb98c53b,Clothing Support,"65857 Randall Trail, Robinsonview, MT 59010",Remote,High,Yes,Self,Yes,Need winter clothing for family,A low-income family needs warm clothing for two adults and one child.,Hindi,4212091b-f3c0-40bf-beb3-9915db0d2110,Assigned,16,,
643454c1-a4fb-4181-bf59-ea4dc100abaa,Education and Career Support,"623 Theresa Cliff Suite 959, West Elizabeth, AR 41893",Remote,Medium,Yes,Others,No,Help with resume and job search,Student needs academic support in math and science for weekly sessions.,Tamil,70a655a9-a7f1-4e82-a7da-5275eee3f491,Assigned,17,,
0e7c0345-b3ad-4165-9b97-fc62c5ae706a,Elderly Support,"884 Perez Shore Apt. 874, Pamelaland, MI 76803",Remote,Medium,No,Self,Yes,Companion for elderly person,A senior citizen is looking for someone to talk with daily.,Hindi,81822200-f06d-4b14-91cc-39df85795552,Assigned,3,,
18d2c8ae-e9d2-49ab-8066-0e86a20141c2,Housing,"480 Jim Ford, North Kristin, LA 03095",InPerson,Medium,No,Others,No,Support needed for shifting,Volunteers needed for packing and moving household items.,Spanish,6f7ea5cf-f3d7-428d-9bba-11e11134f7f6,Open,19,,
fa828c2a-f6a8-4c39-8886-4fe14814f4f1,Education and Career Support,"4710 Singleton Knoll, Michelleville, AZ 72031",Remote,Medium,No,Self,No,Need tutor for school subjects,A job seeker needs help preparing a resume and practicing interviews.,Spanish,ae55800e-5566-4306-94e3-74ab6633d0cd,Open,8,,
6fea1596-d8b8-4dc2-8cb0-5a3ca8773b30,Housing,"938 Koch Freeway Apt. 571, Turnerborough, MT 57764",Remote,High,No,Self,No,Help with minor home repairs,Person needs temporary shelter after losing housing.,English,cb7ba7c8-be1e-4c4f-8f86-fc677fe4365f,Open,15,,
55b38e3d-49cb-42cc-948c-980906845e54,Education and Career Support,"77117 Hernandez Pine Apt. 593, New Tyler, ID 82250",Remote,Low,Yes,Others,Yes,Need tutor for school subjects,A job seeker needs help preparing a resume and practicing interviews.,Tamil,b629a2a7-04e3-455b-b768-8785c495cd5a,Completed,8,,
3699fd3a-b440-4b1e-b8bc-f6d6993353d0,Healthcare and Wellbeing,"02436 Miller Brook Suite 567, Villegasport, OK 73085",InPerson,High,Yes,Self,Yes,Medical appointment assistance,Individual needs help performing daily physiotherapy exercises.,Bengali,c8165aad-0541-4d6d-b087-b70db1741bca,Assigned,16,,
325d03a3-b022-472f-b2e2-2fa37c2afbad,Clothing Support,"80241 Alejandro Ford, Marshshire, CA 79701",Remote,Low,Yes,Self,Yes,Help required for donated clothes sorting,Immediate need for blankets due to cold weather in the area.,Spanish,5e98803d-4ee0-42c1-a019-2ba9ebdd8be1,Assigned,15,,
7581fc6b-a901-4c1d-b8d9-dbd1f8f9f9f4,Education and Career Support,"224 Gutierrez Lane Apt. 757, East Calebchester, GU 03454",Remote,High,Yes,Self,Yes,Help with resume and job search,A job seeker needs help preparing a resume and practicing interviews.,Spanish,4c9b77ab-371e-40b3-9ace-c9998b9310aa,Assigned,20,,
309db066-9d46-4a7e-b3d2-9cdb6c48c66f,Clothing Support,"Unit 2469 Box 6315, DPO AE 83974",Remote,High,No,Self,No,Requesting blankets and jackets,Immediate need for blankets due to cold weather in the area.,English,210856b7-4d8f-4fb6-899c-929c9204570b,Open,27,,
5edc4fd7-9742-4de3-841c-e8823217cc3e,Clothing Support,"USCGC Mitchell, FPO AA 06883",Remote,Medium,Yes,Self,No,Requesting blankets and jackets,Looking for volunteers to sort and distribute donated clothes at the community center.,Spanish,6f5985b0-fd7c-405d-a5c9-70ad294c2d09,Assigned,13,,
c9cef138-a961-4dc4-98d0-8994db3489b7,Elderly Support,"95660 Lyons Lodge Apt. 919, Autumnborough, VI 30708",Remote,Medium,Yes,Self,Yes,Companion for elderly person,Family needs a volunteer to remind an elderly person about medications.,Tamil,b83f0dbd-8a7d-41a6-89c7-fcc73f6b17f2,Assigned,3,,
9423b104-4dee-492b-bc60-85305f53d1ac,Housing,"Unit 8787 Box 2362, DPO AA 75426",InPerson,High,No,Others,No,Support needed for shifting,Volunteers needed for packing and moving household items.,Tamil,fe160afb-24fb-40ee-9422-6e2e8e984bac,Assigned,6,,
bfc60aae-3ace-4e36-8fdc-b8cacf97f31c,Education and Career Support,"8242 Ingram Mews Apt. 637, East Emilymouth, IA 98985",InPerson,Low,No,Others,No,Mentor required for college application,A job seeker needs help preparing a resume and practicing interviews.,Tamil,d2bfbfda-a6da-4fae-bd24-ebda8af86fc0,Assigned,14,,
65cacdc7-722b-45e1-8d7e-047f7c0b49f9,Education and Career Support,"899 Timothy Stravenue, Lake Ryanhaven, MI 77645",Remote,Low,Yes,Self,Yes,Need tutor for school subjects,A job seeker needs help preparing a resume and practicing interviews.,Telugu,b58b3a9c-1dfd-4fc7-a648-c6260b4714e1,Completed,10,,
8e323397-f064-4636-97c9-99b9da5ac0d6,Food and Essentials,"6604 West Valley, Friedmanchester, NM 83266",Remote,High,Yes,Others,No,Help needed with meal delivery,Volunteers required to distribute food kits to 20 families.,Hindi,0d8b6285-928a-451d-bf7a-5c5b82fda0a0,Open,13,,
cdc9c1c5-485b-4fcf-91cb-90f2ba98c86b,Elderly Support,"1650 Rodriguez Island, Barnesmouth, SC 66198",Remote,High,Yes,Others,No,Companion for elderly person,A senior citizen is looking for someone to talk with daily.,Bengali,c8295a2d-8425-48b5-b9e1-34a17626deae,Completed,22,,
98236646-c68f-4012-93ce-948301a42eb2,Food and Essentials,"051 Brown Shoal Suite 379, Lake Thomas, NE 41069",Remote,Low,No,Others,No,Help needed with meal delivery,Volunteers required to distribute food kits to 20 families.,Bengali,941931ca-c947-4568-ac65-0afed05a78e2,Open,30,,
b54e2a27-be91-4cf1-b65e-d905d052b4cd,Food and Essentials,"6347 Parsons Highway Apt. 191, Esparzastad, AK 72886",Remote,Medium,No,Others,Yes,Support with distributing food kits,Essential food supplies needed for a financially distressed family.,English,28f84577-fc6e-4b49-86f7-c011782fc46c,Open,12,,
ce1ff20d-7787-4627-b14b-c209af3593e8,Elderly Support,"23460 Mayer Manor Suite 803, Hayesland, UT 80931",Remote,Low,No,Others,No,Medication reminder support needed,A senior citizen is looking for someone to talk with daily.,Spanish,cb01562c-e8c1-4b40-bdfb-c6c880b521a3,Completed,23,,
46c14e82-a7ee-4856-a1f9-6239accaa16a,Housing,"26973 Stephanie Club Suite 075, Riostown, IL 46114",InPerson,Low,No,Self,Yes,Help with minor home repairs,Person needs temporary shelter after losing housing.,Telugu,ea67896d-71be-4e67-80f3-d876559b3511,Assigned,3,,
1ef1635e-bf6b-4d9d-a830-85af84264437,Food and Essentials,"4699 Erik Ford, Micheleborough, VT 54275",Remote,Low,Yes,Self,Yes,Essential supplies required,A family needs cooked meals delivered daily for two weeks.,Bengali,56fb813c-4893-414b-921b-affb04fda321,Open,14,,
921ea82b-369a-45f5-85d6-a6433c92cb6f,Clothing Support,"0369 Roy Shoals, North Ashley, MT 69304",Remote,Medium,Yes,Others,Yes,Need winter clothing for family,A low-income family needs warm clothing for two adults and one child.,Tamil,9d0570bb-ae78-4d5f-adbc-48968c98758b,Completed,3,,
c40a5550-4955-4d8e-8df9-9f4708253fa0,Healthcare and Wellbeing,"5096 Keith Road Suite 038, Jamesmouth, NH 00576",Remote,High,No,Self,Yes,Medical appointment assistance,Individual needs help performing daily physiotherapy exercises.,Bengali,b59d4729-f4c4-426b-bfe3-9e6fa928c010,Completed,25,,
4190e733-3252-4fd7-af79-524ef0fc9475,Elderly Support,"98018 Green Trail Apt. 410, Hufffurt, MN 67859",InPerson,Low,No,Others,No,Companion for elderly person,An elderly resident needs weekly help with groceries.,Tamil,2b7778c7-67b6-4129-b59c-f03ae0be9a5e,Open,21,,
b17760e0-c3c8-4b7b-894a-acfa64d93b18,Healthcare and Wellbeing,"10041 David Neck, Amytown, CA 43620",Remote,Low,No,Self,Yes,Help required for basic wound dressing,Volunteer needed to accompany a patient to a medical appointment.,Telugu,186869d1-1693-455e-91fe-c4c3688fce22,Open,8,,
130d2063-d287-40f4-bf8a-b76f80c26704,Healthcare and Wellbeing,"23026 Martin Vista, East Sherifort, MT 96836",Remote,High,No,Others,No,Help required for basic wound dressing,Individual needs help performing daily physiotherapy exercises.,Telugu,24e960aa-f3e2-4a35-9f9f-4cdf399c299b,Completed,5,,
