VolunteerId,VolunteerName,ContactInformation,Location,Skills,LanguagesSpoken,PreferredServiceAreas,Rating,Status,TransportationAvailability,WillingnessToTravel,VOL_ID
a6c447b8-ea53-4091-aa37-cc8ff28181b5,Stacy Schmitt,001-415-426-9195x480,"42797 Vanessa Junctions Suite 862, North Alexhaven, VA 65939","Cooking, Counseling","English, Bengali, Telugu",West John,4.8,Active,Yes,Moderate,
6dec3e74-3ebd-4f41-bc31-f0c6d3da42d5,Nathan Lee,614.348.1700,"654 Young Shore, Elizabethburgh, MN 86617","Driving, Cooking","Spanish, Tamil",South Lindsayborough,3.3,OnBreak,No,Low,
aa51d4a0-f1a2-4f75-a887-d1c049dee7ab,Jeremy Brooks,727-539-9178x80998,"USCGC Hansen, FPO AA 33402","Logistics, Child Care",English,Port Samanthaton,3.1,Unavailable,No,Moderate,
01ee4e52-d5ac-4978-becd-a4290c5606bc,Carol Taylor,(568)494-9945,"57223 Davis Islands Suite 134, Amandatown, PA 63609","Cooking, Medical Aid","Bengali, Tamil, Spanish",New Whitney,5.0,Active,Yes,Low,
bc22b9d6-49de-425a-9de1-72f43bdce598,Brandi English,(943)925-4353x0245,"9392 Robertson Squares Suite 522, Andrewmouth, VT 09881","Teaching, Cooking","Hindi, Tamil, Bengali",Lake Margarethaven,4.4,OnBreak,Yes,High,
a3ec81fa-8ffa-4377-b981-bf481e9ff0c2,Dustin Chang,357.986.0464x39409,"24457 Laura Unions, East Jesusstad, MO 76257",Medical Aid,"Telugu, Tamil, English",Millerfort,4.8,Active,Yes,Low,
e0437676-2275-40c0-8e61-703c2d00250a,Lori Wade,801-756-0555x69691,"Unit 1175 Box 1438, DPO AA 08820",Logistics,"Spanish, Bengali, Hindi",Chelseashire,3.7,OnBreak,Yes,Moderate,
667f9722-d0a3-4a83-8634-b23af39887ef,Marc Archer,664.892.8629x7362,"4162 Gina Freeway Suite 685, Lake Racheltown, MH 78537",Counseling,"English, Tamil, Bengali",Maryfort,3.0,Active,Yes,Low,
988d79c3-6ec5-4110-ba0e-6e16362ac48c,Sherry Luna,+1-424-649-3472x35461,"42704 Harrington Motorway, West Rebeccamouth, AZ 43084","Counseling, Elderly Care",Tamil,Michaelbury,3.4,OnBreak,Yes,High,
d55ab004-2286-40f2-8db3-4aa2d68767a3,Jonathon Baker,709.340.2266x01053,"1847 Garrett Overpass Suite 599, Port Rachelville, OK 61297","Logistics, Medical Aid",Tamil,Staceybury,3.3,OnBreak,No,Low,
cdd385aa-8bb1-4e19-a83d-1511b0063f88,Darlene Soto,(613)318-9106x11276,"15104 Nicholas Roads, Michaelport, IL 92712","Counseling, Elderly Care","Tamil, English",Anthonyberg,3.2,Active,No,Moderate,
6701d272-f047-4e2a-983b-40c0ebb25e10,Kyle Hernandez,4368709208,"334 Joy Rapid Suite 434, New Adam, VI 24523","Teaching, Driving, Logistics",Tamil,Lake Jamesport,4.5,OnBreak,Yes,Low,
1d027213-93e8-4670-84cb-2542e3ad23f4,Lauren Richards,972-356-4293x72466,"9330 Nicole Run, Port Jillbury, IL 28489","Driving, Child Care",English,Baileyville,3.9,Active,No,Moderate,
c1419c6b-3948-4661-bae4-01ab72be3386,Victor Allen,(734)824-2045x336,"PSC 2441, Box 9532, APO AP 69135",Logistics,"Spanish, Bengali, Hindi",Lake Joseside,3.3,Unavailable,Yes,Low,
b9f8062c-f629-4f9b-b858-9d644f90b1e4,Michelle Rose,534-496-2120x2944,"663 Vicki Isle, Spencerside, AZ 86186",Driving,Bengali,Jeffreymouth,4.4,Active,Yes,Low,
1c874be0-2722-43c1-9dc2-6c97233a478b,Briana Gardner,449-940-5651x365,"63635 Erin Village, South Alex, IN 35162","Teaching, Driving",Bengali,South Shawn,4.6,Unavailable,Yes,High,
f1a81ae0-ef85-4326-a21d-a2bbd4484be0,Derek Friedman,+1-965-460-9244x4270,"3320 Brown Place Apt. 198, North Ralphhaven, IA 99859","Child Care, First Aid",Tamil,Pattyland,3.7,Unavailable,No,High,
8836bd81-edd0-4ddb-918d-014df9362cb4,Jerry Stewart,(769)478-1385,"869 Shawn Ridges, Brookemouth, WA 68726","First Aid, Elderly Care, Cooking",Hindi,East Hannah,4.2,Unavailable,Yes,Moderate,
46c135db-81ff-4946-a0f3-084944a13294,Mr. Anthony Lamb,+1-463-228-6296,"48138 Barron Ports Apt. 325, Bautistaport, WI 09185",Elderly Care,"English, Bengali, Telugu",Port James,4.5,Unavailable,No,High,
cbc1638c-20ed-4a9b-95e5-2ad511da97b2,Kelly Dixon,(324)575-8584,"08773 Michael Dam Apt. 896, North William, MH 51371","Counseling, Child Care, First Aid, Medical Aid",Hindi,Whitneyview,3.4,Unavailable,No,Moderate,
3d962c5f-fcbf-4bd4-84ff-7a72fae142d1,Amber Robinson DVM,(220)592-7180x6020,"243 Day Route, Port Karen, MP 86057",Child Care,"Bengali, Telugu, Hindi",Grahamshire,3.4,Unavailable,Yes,High,
247ca592-d04b-45f5-bead-77394b2964f8,Veronica Williams,001-333-905-5822x819,"905 Denise Brook Suite 812, Rhodesburgh, IL 59558","First Aid, Cooking","Telugu, Hindi",Elizabethmouth,3.8,OnBreak,Yes,High,
caf92528-4866-4fcb-9345-55e96fc8d7bf,Todd Smith,001-488-539-9306x32407,"74390 Moore Hollow Apt. 166, Lake Leslieside, PA 29404","Child Care, Driving, Counseling",Spanish,Port Brandon,3.5,Unavailable,No,Low,
edd82473-e39d-459e-95cd-3a3ee2212dbb,Monica Gonzales,+1-214-820-8453x8035,"7424 Barry Light, Lake Kristenberg, MN 07540","Driving, Medical Aid, Logistics, Cooking","Spanish, Hindi, Tamil",West Matthewfort,4.4,Unavailable,No,High,
4332bf7e-fd3e-4280-bcc8-9b04084d2ede,Jason Soto,001-533-337-2918x9130,"33832 Rios Port Suite 422, North Moniqueside, AR 11267","Child Care, Medical Aid, Driving",Hindi,Pattersonberg,4.9,OnBreak,Yes,Moderate,
73d46ade-2a6b-47ec-a7a2-c862a3e2bec0,Dr. Morgan Wang,808-999-6109x34154,"1168 Williams Stravenue, Robinsonmouth, OR 09714",Cooking,"Hindi, Spanish",Nunezbury,4.7,Active,Yes,High,
f0c027d6-47c5-445c-abe3-28b6b54516fe,Dawn Humphrey,237-553-0295x321,"7959 Karen Turnpike Apt. 077, Hannahberg, WV 03756","Counseling, First Aid","Bengali, Spanish, Hindi",West Susantown,4.2,OnBreak,No,Low,
a4209566-7dc1-4c42-8c49-aa3a5d74d018,Kevin Williams,573-438-2101x966,"USS Ho, FPO AP 44770","Child Care, Teaching, Logistics, Cooking","Tamil, Telugu",Port David,3.4,OnBreak,Yes,Low,
1de3eadc-04d8-4f85-9148-24ff35cdc6db,Mrs. Paige Farley,259.706.7660x04034,"022 Fuller Mountains, Port Jeremy, VA 22951","Logistics, Teaching","English, Tamil, Hindi",Abigailland,4.9,Active,Yes,High,
c2a0604b-da59-4881-94b3-36502bc184fb,Tiffany Craig,688-525-5155x387,"563 White Circles Suite 926, New Rodneyfurt, WV 68300","Child Care, Cooking","Tamil, Bengali, English",West Paulamouth,3.6,Unavailable,Yes,Low,
944b7e41-0f55-409e-8169-63f4fdcb0374,Patricia Barnett,874-924-8155,"PSC 2360, Box 7436, APO AE 53174",Teaching,"Bengali, Telugu",North Jose,3.1,OnBreak,No,Moderate,
1df55c3c-b882-4342-8e67-d2a541f8787d,Jon Huang,(671)263-9929x42076,"75743 Michelle Lock, Sullivanshire, NM 15374","Teaching, Cooking","English, Bengali, Spanish",Port Markberg,3.4,Active,Yes,Moderate,
2b9f0aa4-c6bd-485c-a1f9-ebe12532463c,Vanessa Curry,9556275231,"19046 Wright Ramp Suite 614, North Teresa, RI 14066","Driving, Logistics, Elderly Care, Medical Aid",Telugu,West Robertfurt,4.0,OnBreak,Yes,High,
15b781d8-3b9a-48e7-b4c8-aa7e77141a0a,Edward Wilson,(228)914-9222,"2184 Valerie Court, Port Dawnside, CO 48322","Driving, Medical Aid, Child Care, First Aid","English, Bengali, Telugu",South Tara,4.8,OnBreak,Yes,High,
18d85b84-092b-44ea-9816-459a8b8fefba,Ronald Mitchell,954.986.9758x8449,"602 Martinez Crossing Apt. 283, Traceymouth, NY 83763","Driving, Elderly Care, Teaching, Cooking",Bengali,Nicholsville,4.1,Active,No,Moderate,
c78cc38a-2b85-48d0-bbab-cb47dbc004e9,Nichole Barton,+1-561-760-3797,"871 Hurley Roads, Benjaminmouth, GU 96921","Teaching, Cooking","Bengali, Hindi, Spanish",Melissaville,3.0,Unavailable,No,Low,
186bd008-fe4f-4c64-8fe9-5d6854c109f7,Sarah Conway,842.821.9065x515,"2674 Bishop Cliffs Suite 075, Vaughanfurt, GU 82364",Child Care,Bengali,Port Betty,3.7,Unavailable,Yes,Moderate,
1c2a9ccf-fd72-4f75-80d6-71bae9404ae9,Joseph Lee,6397803526,"38114 Mathews Path Suite 726, North Joanna, MT 25470","Cooking, Elderly Care, First Aid","Bengali, Telugu, English",New George,4.9,Active,Yes,Moderate,
d743d1ef-75c7-4d9b-9897-157cd8255d42,Kelly Love,(912)467-5381,"7502 Megan Hills, East Brian, TN 25195","Elderly Care, Counseling, Child Care","English, Telugu",East Richardberg,4.3,OnBreak,No,Low,
15b09b54-9799-4a00-a69d-fd059b05303f,Cynthia Christian,893-267-5723x9697,"689 Deborah Glens Suite 466, Kimberlyberg, TN 34346","Counseling, Medical Aid, Driving, Child Care","Bengali, Tamil, Spanish",South Wesleyshire,3.9,Unavailable,No,Low,
60600354-6df3-4466-9631-ab23cb3708e6,Colton Martinez,001-465-672-3652x158,"06580 Kathryn Ridges Suite 047, Howardhaven, ID 90055","First Aid, Cooking, Driving","Spanish, Telugu",Lake Scott,3.1,OnBreak,No,Low,
dc098ca4-e90c-44b4-a973-0fe9b9308575,Brian Johnson,(746)295-0419x0400,"72775 Matthew Green Suite 265, East Cole, CT 26144","Elderly Care, Driving, Cooking, Counseling","Spanish, Hindi",East Kylehaven,3.2,Unavailable,No,Moderate,
871d6a83-40a7-4097-95ed-4fcf3495bba9,Melissa Daniel,001-665-607-3877x1583,"2062 Jessica Shoal, Rileystad, CT 94898","First Aid, Counseling, Driving, Cooking","Telugu, English, Bengali",Hansentown,4.2,Unavailable,Yes,Low,
fd9199a7-d79a-47e3-9fd8-dd2c0f707f6a,Jessica Roach,534.414.9971,"969 Daniel Freeway, Lake Nathaniel, AK 98363",Logistics,Hindi,Lake Kristin,4.2,Unavailable,No,High,
08896fd3-26e8-452a-8bd9-a6896c47f558,Stephen Johnson,786-302-5241x2938,"830 Anderson Light Apt. 919, Lake Danaview, NY 55072",Cooking,"Spanish, Hindi",Woodardhaven,4.8,OnBreak,No,Moderate,
cc9af48d-6c70-46ab-9abf-5b555fab9b78,Calvin Serrano,6814774184,"5046 Wendy Avenue Suite 121, Josephhaven, HI 46747",Child Care,"Tamil, English, Telugu",Port Kyle,4.1,Unavailable,No,Moderate,
81185c38-82f1-4c51-8e2b-c36a3934b6d4,Alyssa Molina,+1-293-304-6608x56989,"2780 Gonzales Hollow, Hooverberg, NV 72045","Child Care, Cooking, Medical Aid","English, Spanish, Hindi",East Deborah,3.8,OnBreak,No,Low,
6e1a85f7-e460-4def-a9d3-25706b46a12c,William Perez,(725)553-0023x57840,"9164 Wade Mews, Steeleton, IN 03680","Driving, First Aid, Elderly Care, Counseling","Tamil, Telugu",South Ericborough,4.4,Active,No,Moderate,
adbaf467-0c2c-4d24-a4d4-84edde6b3812,Stephanie Maynard,7858455198,"501 Alan Drive, Stephenmouth, KY 90647",Counseling,Tamil,New Jamie,4.7,Unavailable,Yes,Moderate,
89c4bd68-46e1-49b6-9781-0257c6a893d2,Meghan Reed,905-312-4930,"621 Rodriguez Expressway, Kevinberg, RI 42163","Counseling, Elderly Care, Teaching","Spanish, English",New Joshuaburgh,3.6,Active,No,High,
5cea0c2d-c2c8-4eb6-a20c-f80acf7f4ec9,Lucas Crawford,273-937-5259x0051,"852 Sierra Run Apt. 640, Williamport, MH 19030",First Aid,"Telugu, Tamil",Christopherview,4.7,Unavailable,Yes,Moderate,
42b1363a-404e-4592-a352-de15fdb98e1a,Katrina Cooke,695-415-4238x94549,"844 Mathew Mount, East Richardmouth, IA 94671","Child Care, Cooking",Spanish,Hansonside,4.0,Unavailable,Yes,High,
0c65a477-fc83-437f-844e-314205a746b8,Angela Williams,(863)769-7185,"PSC 1011, Box 7709, APO AA 39220",Child Care,Hindi,East Bryantown,3.6,Unavailable,No,Moderate,
d32f774d-bbbd-498e-89bb-58a18a34fc04,Micheal Smith,001-735-237-3045,"34564 Myers Junctions Suite 760, Courtneyhaven, WI 59318","Elderly Care, Medical Aid, Cooking, Driving","Hindi, Bengali, Telugu",Lake Lisaborough,3.2,Active,Yes,High,
9c8a60ec-d22a-4c3e-a41a-f012d3f67d33,Heather Hobbs,786.651.6435x14770,"812 Holmes Meadows Apt. 736, Port Michelleborough, NY 96373","First Aid, Elderly Care, Driving, Cooking","Tamil, Spanish",South Kathy,4.3,OnBreak,No,Moderate,
c1a11e59-7548-4dbb-a58b-2ade6b7ba1cf,Laura Fernandez,001-564-574-2803x915,"7310 Conner Pines Apt. 307, East Amy, NE 71727","Driving, First Aid, Elderly Care, Medical Aid","Hindi, Telugu, Bengali",West Darren,3.2,Unavailable,No,High,
f9516e3b-5a7b-45ff-b00b-9a30fe6e57e8,Matthew Booker,365.692.7334,"1575 Livingston Crossroad, East Tonyton, AS 52082","Child Care, First Aid, Cooking","Spanish, Tamil",Taylorland,3.4,Active,Yes,Moderate,
67490419-884b-4bde-9600-a5a1b37516ba,Jennifer Fuller,+1-705-378-3742,"PSC 6259, Box 9999, APO AE 47524","Teaching, Logistics","English, Telugu, Bengali",Coryville,4.0,Active,No,High,
6ebe6fb5-79a5-420f-a98a-e7a7d7d6551f,William Montgomery,+1-812-282-1427,"1656 Anthony Groves, Port Jessica, SC 66929",Driving,"Telugu, Bengali",Lake Kendra,3.8,Unavailable,Yes,High,
fa11f3bc-7e91-4daf-a340-7b0fbf4bcbf2,Colin Rosario,(774)865-8998x9660,"80516 Taylor Ways Suite 122, Port Timothy, FL 05961",Cooking,"Hindi, Telugu, English",Wardberg,4.3,Unavailable,Yes,Low,
2c440527-8273-4a23-ab2d-b2c3232a002c,William Copeland,2109818855,"254 Rhonda Shore, Brownberg, AK 30330","Cooking, Counseling, Child Care","English, Spanish, Telugu",South Jason,3.1,Unavailable,No,High,
0cd07fe1-c893-4761-bb05-2309030c995b,Travis Johnson,2687325983,"169 Gates Manors, South Kara, DE 29719","Teaching, First Aid",Bengali,Paulborough,3.2,OnBreak,No,Low,
af8f4cb2-0326-4588-aaaa-2084f33aa228,Kathleen Whitehead,+1-582-916-1417,"5045 Hawkins Course, East Cameron, MT 43427","Child Care, Medical Aid, First Aid, Logistics","English, Spanish, Tamil",New Mark,4.6,Unavailable,Yes,Moderate,
29532474-b235-4625-a52f-de57889a932c,David Cruz,(447)469-6376,"573 Brooks Terrace, West Phillipland, MI 93628",Cooking,"Telugu, English, Bengali",Jessicafort,4.8,OnBreak,No,Moderate,
51024b13-8bfb-4b66-9c75-4851f890477a,Lindsey Cruz,001-729-976-8335x847,"USCGC Hale, FPO AE 27866",Teaching,"Hindi, Tamil, Spanish",Port Jennifertown,3.7,Active,No,Low,
362f8e58-e49a-42ed-936c-459885b6b05a,Brittany Scott,+1-631-873-7417x176,"0573 Brian Pass Suite 058, Catherineton, GA 93677","Elderly Care, First Aid, Child Care, Driving","Tamil, English, Bengali",North Andrew,4.3,OnBreak,Yes,Low,
93fb8f45-920c-4756-ad57-709307c0f57b,Ashley Hall,984-932-8644,"0200 Cook Glens, Codyborough, IL 42195","Driving, Teaching","Telugu, Bengali, English",East Ashleyview,3.7,Active,Yes,Low,
4a774332-aa65-47de-bc69-f2bec22ad9a0,Amber Davis,+1-398-709-6281x882,"4477 Davis Well Apt. 820, East Shannon, ME 47908","Counseling, First Aid, Elderly Care, Medical Aid",Hindi,Raymondland,3.4,OnBreak,No,High,
880daa17-3064-49ac-93cd-3d58f2187a62,Michael Strickland,001-577-757-6408x4878,"PSC 5617, Box 9383, APO AE 16037","Child Care, Counseling, Driving, Cooking",Bengali,Washingtonview,3.5,Active,Yes,High,
234f10b1-94ab-439a-8c9c-313cd1e9ae75,Jeremiah Young,+1-933-624-0633x2927,"289 Garcia Via, New Tonyafort, ID 28609","First Aid, Teaching","English, Tamil",Michaelfurt,4.5,OnBreak,No,Low,
6cd896f1-5702-4bbb-bec0-cf47738a9427,Kenneth Johnson,788-442-8473x06898,"53384 Williams Alley Suite 391, Johnsonfort, IA 75441","Child Care, Elderly Care, First Aid, Counseling","Telugu, Bengali, Spanish",East Susanshire,3.2,Unavailable,No,High,
29f0387d-9289-42e8-8bb1-2b7c2ed0eead,Matthew Smith,(987)788-3757,"76998 Deborah Views Suite 740, Kathleenton, GU 45688",First Aid,"Hindi, English, Bengali",Port Deannaton,3.9,OnBreak,Yes,Low,
86d48465-3ee4-4fcd-add3-cc0d25d6b830,Stephen Garcia,(920)306-5115x377,"1162 Todd Circle, Tammyhaven, KY 48717","Counseling, Cooking, Medical Aid, Child Care","Tamil, English, Hindi",North Billy,3.7,OnBreak,Yes,Moderate,
deca0d47-d0a5-4c41-954a-c8d0b8b85f1e,Kenneth Sharp,+1-401-303-9569x825,"Unit 4231 Box 1281, DPO AE 24483","Medical Aid, First Aid",English,Gilbertshire,5.0,Unavailable,Yes,Low,
e1ee1629-4f9e-4061-9abd-b16a8705d6c7,Ryan Patterson,+1-588-769-6690,"3855 Christian Mill Suite 998, North Bryanshire, FM 32778","Teaching, Child Care","Tamil, Bengali",Brownborough,4.8,Active,Yes,High,
5295f8db-171f-4272-be77-6ac47dcd089d,Kayla Dean,389.486.3517,"969 Snyder Fall, New Seanshire, ND 68058","Medical Aid, Logistics, First Aid","Bengali, English, Hindi",Greeneville,3.8,OnBreak,Yes,Low,
a2529f75-d1fb-45eb-86d3-90b528e49f13,Deanna Olson,557-394-4379x035,"26777 Sara Wall Suite 456, North Sean, NC 23252","Cooking, Logistics, Teaching, Driving",English,Keithfurt,4.8,Active,Yes,Moderate,
298e324a-0c70-4a26-9f51-363d65d02392,Jeffrey Nelson,001-434-439-8170x317,"883 Wendy Brook Suite 233, Shannonburgh, NH 89392","First Aid, Logistics","Tamil, Bengali, Hindi",North Michaelmouth,4.1,Active,Yes,Moderate,
ddadf7ac-1dcf-4141-b344-1d902ca3b96f,Alex Stone,384-789-6921,"3899 Dylan Passage Suite 592, North Philipport, MH 49606","Elderly Care, Medical Aid, Driving","Bengali, Spanish",Natashaview,4.8,OnBreak,No,Low,
de1c154b-f9ce-4f81-98ca-1928a508456f,Trevor Stuart,304-234-2487,"504 Jones Tunnel Suite 119, East Donna, WA 26228","Elderly Care, Medical Aid, Child Care, First Aid","Bengali, English",New Natalieton,4.9,Active,Yes,High,
9559a4ca-bb8e-4c1c-a045-d78a81b1934c,Alex Thomas,001-703-318-0077x2318,"11053 Victoria Loop Apt. 878, West Tracyshire, DC 36129",Cooking,Spanish,Lake Crystal,3.9,Active,Yes,Low,
5efcc8a8-6913-4499-83c3-8b722f55a110,Lauren Wright,(901)653-2408,"USNV Taylor, FPO AP 83301","Driving, First Aid, Counseling","English, Bengali",Williamsview,3.2,Unavailable,Yes,Moderate,
b4c6db1c-ad57-4048-9116-c9c9b8dea70a,Christina Mason,555-604-3455x3668,"35984 James River Apt. 915, North Stephen, NJ 01424","Elderly Care, Logistics, First Aid, Medical Aid","Bengali, Hindi",Jasonmouth,3.9,Active,Yes,High,
22f7eb88-6634-4a98-b514-ef18c0bb1c2c,Amanda Mckee,001-393-516-8876x341,"07197 Smith Hill Suite 372, Garnerton, WA 18363","Elderly Care, Counseling, Logistics","Bengali, English",Chavezborough,3.9,Unavailable,Yes,Low,
8cc7167a-08ce-4bb4-a0b9-5cf1f4d85919,Debra Briggs,908.377.2030x4150,"334 Zhang Prairie, Diaztown, PW 20095","Cooking, Elderly Care","Telugu, Hindi, English",South Kyle,4.6,Active,No,Low,
c220b76a-8885-455c-93f3-9202542a08b8,James Morales,001-764-595-2063x75074,"0088 John Extensions Suite 159, Briannaview, IL 66405","Child Care, Medical Aid, Cooking, Teaching","Hindi, Tamil",Stevensonmouth,4.2,OnBreak,No,Low,
586d1c06-a23c-4f7c-a0c6-39f38f12711a,Stacy Morris,(864)275-7841,"53296 Miranda Islands Apt. 248, Michelleside, WA 32936","Teaching, Logistics, Child Care, Medical Aid","Hindi, Telugu, Bengali",Roberthaven,3.7,Active,No,High,
6a5061df-fd64-44e3-970e-73130f522fac,Tiffany Jones,644.651.7550x816,"62692 Michael Points Apt. 335, North Pennyside, OR 40801",Logistics,"Tamil, Telugu",Markview,4.8,Unavailable,No,Low,
0b96fcb6-aa03-4d49-836a-67f5ab15a7a7,Daniel Wilkins,437.350.6199,"3297 Cameron Junction Suite 816, Flemingborough, MS 86170",Child Care,"English, Telugu",Vanessamouth,3.3,Active,Yes,Low,
8cde88b0-28ef-4113-b05c-715383f1588d,Jacqueline Harris,+1-646-231-3997x068,"0821 Ramos Coves Apt. 036, New Samuel, PR 21676",Elderly Care,"Hindi, Tamil",Port Louis,4.4,Unavailable,Yes,Low,
e2b80aa8-a483-4310-9961-ec341e081280,Steven Eaton,001-403-299-7987x6703,"648 John Inlet Suite 597, North Michaelland, MS 14888","Elderly Care, Medical Aid, Teaching","Bengali, English, Spanish",New Stanleymouth,4.8,OnBreak,Yes,High,
605ec20c-f1d5-494d-8be1-335b076f69f1,Mary Santos,700-660-2726,"194 Price Fords Apt. 142, Angelaton, GU 10113","Cooking, Child Care","Tamil, Telugu, Hindi",West Briantown,3.4,Active,No,High,
d921acc2-4015-4656-80fb-cc9cedd09694,Andrea Castro,(634)397-0435,"Unit 2861 Box 4649, DPO AE 49702","Child Care, Teaching","Telugu, Spanish",East Vanessaberg,3.2,Unavailable,Yes,Low,
1a40a85e-5343-4569-9b8f-940d8d68a37f,Julie Davis MD,(757)494-4574x67583,"3324 Evans Ville, Port Noahview, KS 49795","Driving, Child Care","Hindi, Tamil, Spanish",New Christopher,3.3,Unavailable,No,High,
304bef09-275f-4350-8640-87bbb04fe773,Janice Nunez,+1-685-420-6279x01990,"0493 Pamela Avenue, Lake Sabrinaside, OK 35953","Teaching, Driving, First Aid, Elderly Care","English, Bengali",West Jessica,3.6,OnBreak,Yes,High,
55bc8525-6d63-4519-bb23-d66d9d5a5ea4,Rhonda Medina,(562)579-6446,"379 Lee Cliffs Apt. 549, West Joseph, HI 15527",Cooking,English,Fryeberg,4.6,OnBreak,Yes,Moderate,
46a3d227-4e76-45e8-ade9-ec471ea419f1,Amanda Anderson,+1-332-917-8677x5184,"272 Andrew Greens, Smithburgh, DC 59760","Cooking, Child Care, Driving, Logistics",Bengali,South Pamela,3.9,Active,No,Moderate,
a8ef413d-ba18-425e-8ae7-7a6a7910593e,Stephanie Johnson,846.930.4937x12378,"USNV Becker, FPO AE 13436","Driving, Medical Aid, Child Care",English,East Katherine,4.4,Unavailable,Yes,High,
446222a7-50ff-41e5-8aa2-a16dfdc4649a,Joseph Kelley,4705926228,"3864 Trevino Station, East Sarah, ND 92506","Elderly Care, Cooking, First Aid, Driving","Spanish, Hindi",Lake Danielle,4.3,Active,Yes,High,
f73d7115-83ee-4535-a5dc-a377ef977211,Amber Myers,2537968026,"28112 Brooks Circle Apt. 605, Lake Jennifer, MD 60693","Driving, First Aid, Elderly Care, Medical Aid",Hindi,Valdezfort,3.9,Unavailable,Yes,High,
39c4cda7-d77c-4be6-9b87-e58b601d772c,Christine Jackson,(558)764-8590x1970,"81399 Pineda Glen Suite 313, South Stephanieland, ND 31767","Teaching, Child Care, Medical Aid","Hindi, Tamil",North Cindyborough,4.8,OnBreak,Yes,Moderate,
98c18edc-0ee1-4dbe-9d78-8b2564db6385,Carol Graves,562-741-6212,"785 Harris Extensions, Mendezland, IA 33584","Logistics, Cooking, Elderly Care, Counseling","Spanish, English",Lake Wandaside,3.2,Unavailable,No,Low,
f2d59e65-33a6-4000-b55b-880e5dd9e08d,Karen Smith,207.286.3838x19647,"8680 Paul Flats, Alyssachester, OK 07472","Child Care, Cooking",Telugu,Mccarthyborough,3.8,OnBreak,No,Moderate,
7905166b-49bf-47e3-bcf7-adae4bc421f6,Kenneth Chambers,909.764.8395,"88104 Alvarado Causeway Suite 553, New Angela, NC 70344","Logistics, Medical Aid, First Aid, Elderly Care","Spanish, Hindi",Christopherfort,3.6,Unavailable,No,Moderate,
bebfda43-32f1-4e6d-ae69-c1c5643445b1,Melinda Montgomery,523-610-8393,"676 Cynthia Crest Suite 778, Jessicaside, MN 44696","Driving, Cooking","Tamil, Spanish, Hindi",Caitlinburgh,4.5,Active,Yes,Low,
0b441f02-945d-4e56-953d-55a9c6417d61,Amanda Austin,270-643-3361x2873,"2291 Collins Shores, Pamelaland, MP 50928","Cooking, Driving, Elderly Care, Child Care",Bengali,Willisborough,4.4,OnBreak,No,Low,
31030333-1053-4577-b689-ef2d1bb1797b,Aaron Miller,273-541-4400,"0316 Justin Rue, Port Tracyport, AK 05814","Medical Aid, Counseling, Cooking, Driving","Hindi, Tamil, Telugu",Port Victoriahaven,4.2,Active,Yes,High,
b01a3198-7527-44a6-a791-6a29fe11f65c,Sara Patterson,641-839-9242,"166 Nancy Field, Lake Royshire, SD 82929",Teaching,Spanish,Josephville,4.8,OnBreak,No,High,
eef791b8-d0b3-4a9c-bf44-e467a8ef887c,Matthew Scott,001-260-498-1906x957,"78501 Dylan Lights, East Laura, IN 74388","Teaching, First Aid, Driving, Medical Aid",Tamil,South Rhondaside,3.2,Active,Yes,Low,
aab466de-a518-45a1-9845-76be4747470b,Sara Savage,(604)297-5484x39790,"2245 Jacob Oval, South Shelbymouth, CA 96713","Elderly Care, Medical Aid","English, Tamil, Bengali",East Anna,4.3,OnBreak,No,Low,
c9f72740-9056-491e-9f39-5b57c66070e6,Debbie Phillips,+1-350-460-2619x16729,"782 Edward Curve, South Rodney, AR 58897","Elderly Care, Cooking, Counseling, Medical Aid","Hindi, Spanish, Bengali",North Carolynburgh,4.2,OnBreak,Yes,Moderate,
559d11e9-0906-4cb9-8606-4a1444abd5c5,Michelle Vargas,+1-663-761-0769x946,"449 Huff Port, Port Nicolechester, NY 91333",Elderly Care,"Bengali, Spanish",Port Thomas,3.0,OnBreak,No,Low,
9e9eae94-06d6-4f30-a0f1-0815917a3e89,Joshua Washington,856.252.4107,"93116 Kayla Pines, Jessetown, PW 78229","Elderly Care, Cooking","Tamil, English",Port Samanthashire,3.3,Unavailable,Yes,High,
6cbfbf64-2efc-4685-ba9e-edde9db1fbfb,Alan Watson,+1-828-801-6358x073,"6771 Smith Parkway Apt. 088, Lake Derrickmouth, HI 54502","Cooking, Child Care",Tamil,Port Jacquelinebury,4.1,Active,No,High,
c009d582-0200-489b-b34d-dc6030c5b7ee,Sarah Kim,+1-996-727-5889x81793,"636 Andrews Ports Suite 408, Lake Jamesview, VA 55614","Teaching, Elderly Care, First Aid","Spanish, Tamil, Bengali",East Kevin,4.8,OnBreak,Yes,High,
1732414b-4fea-4361-b810-a97a493be97e,Sarah Henderson,(820)215-9390x34737,"7733 Amanda Unions, Stacymouth, DC 64830",Elderly Care,Tamil,South Jared,3.9,Active,No,Low,
556d8da3-9f94-4c99-b53b-d1eea02cf0a8,Kristina Franklin,(997)474-5611x104,"19107 George Shore Apt. 604, East Marissa, TN 69508","Cooking, Medical Aid, Elderly Care","Hindi, English",Wadeborough,3.7,Active,No,Moderate,
9f6e59dc-7b70-4ce6-9f6a-8de53e10b67c,Heather Hughes,2415337645,"6747 Jonathan Motorway Apt. 173, West Nicolehaven, ND 02824","Elderly Care, Driving",English,Davisborough,4.5,Active,No,Low,
